L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,Top1,Top5
0.430891803465784,0.866990377195179,0.3991797128692271,0.8522329106926919,0.297360806725919,0.427311632782221,0.828185461461544,0.40432240441441497,0.31381819956004603,0.6991418534889821,0.63008485455066,0.648255170322955,0.6126674273982641,0.9469609232619399,0.325272431597114,0.0662638256326318,0.130418445914984,0.376675761304796,0.988108993507922,0.914040583185852,0.5152994357049471,0.6819852348417039,0.758710788562894,0.67366658244282,0.39879280980676396,0.892764906398952,0.0505539393052459,0.400266850367188,0.9724386371672149,0.28523373138159497,0.07497956790030001,0.266429349780083,0.421195768751204,0.23106846679002,0.913303224369884,0.226278458721936,0.33554223552346196,0.909743162803352,0.0944624533876777,0.157505103386939,0.78776272572577,0.0471161659806967,0.658152065239847,0.0678357947617769,0.810809352435172,0.26818892080336804,0.788598605431616,0.163464362733066,0.0530574293807149,0.579328049905598,0.5882297847419979,0.934057477861643,0.0738076325505972,0.224490373395383,49.17,76.6
0.918552176095545,0.542350088246167,0.8503644783049821,0.7224171543493871,0.874100066721439,0.04670397099107499,0.44856387283653004,0.108774657361209,0.218509936705232,0.43626844976097295,0.8483932707458729,0.00996568985283375,0.769642026163638,0.4107177676633,0.0789823736995459,0.805521129630506,0.7885277075693008,0.0898187961429358,0.137129757553339,0.7270539663732049,0.0534824533388019,0.888602381572127,0.46777439396828396,0.962260531261563,0.00799698289483786,0.40746130049228707,0.9490433316677809,0.7521090777590871,0.5066816089674829,0.552951253019273,0.33938259351998606,0.7304750680923459,0.000517791137099266,0.428006001748145,0.15598344989121,0.450748558156192,0.656056181527674,0.16739400383085,0.626693685539067,0.38697091303765796,0.42288285959512,0.257786944508553,0.0316561656072736,0.8214645897969599,0.345493864268064,0.0777658969163895,0.67601213324815,0.9822720102965831,0.38934897724539,0.8405745225027199,0.24488492123782601,0.143920291215181,0.33064942806959197,0.38770517800003296,69.12,90.16
0.0215604538097978,0.0398501511663198,0.16383332014083898,0.39835405535996005,0.10056782420724601,0.531085746362805,0.634898927994072,0.6239153081551191,0.817485663108528,0.915049326606095,0.0325279803946614,0.890324260108173,0.3662482183426621,0.6293949931859971,0.6771090561524029,0.46208976674825,0.3675883263349529,0.7179046263918281,0.541244773194194,0.248479077592492,0.843152194283903,0.023854642175137997,0.538047270849347,0.15308126434683803,0.9719761479645971,0.7319027632474899,0.328280841931701,0.136895540170372,0.27668370585888596,0.0519779240712523,0.6319615431129929,0.16963763162493697,0.926062216982245,0.9765229560434822,0.749056408181787,0.7274824604392051,0.152487281709909,0.574536492116749,0.373833666555583,0.719003861770034,0.593335912562907,0.7360345767810941,0.987254463136196,0.47621588502079204,0.664956670254469,0.69303176831454,0.38001750037074106,0.260893259197474,0.9640876492485401,0.47525925002992203,0.917831702157855,0.672388665378094,0.679118366912007,0.615834396332502,42.52,69.06
0.6429374236613511,0.955421558581293,0.10850203037262,0.596244692802429,0.443781578913331,0.8563062893226742,0.31719655916094797,0.6650277357548481,0.0341788418591022,0.523693637922406,0.516996061429381,0.8075550487264991,0.885480782948434,0.00980143342167139,0.5920688305050129,0.942805796861649,0.43262002058327204,0.326483615674078,0.40385028999298794,0.259686228819191,0.635754860937595,0.210625243373215,0.6577743403613571,0.348392060026526,0.19455831032246398,0.8514335490763191,0.555692862719297,0.967023059725761,0.703485034406185,0.199744870886207,0.8030531099066139,0.924859974533319,0.6546762119978671,0.09805540647357701,0.5958351390436291,0.304437678307295,0.400418719276786,0.44093089736998103,0.5889981538057328,0.56286156643182,0.7195447860285641,0.1299804225564,0.5160588650032879,0.20180300716310698,0.44310452323406896,0.5660797553136939,0.33479156345128996,0.6819448368623849,0.644381014630198,0.645844365470111,0.453266145661473,0.27461315318942103,0.221767519600689,0.684593688696623,68.01,89.25
0.289875755086541,0.45487092807889,0.9200333077460531,0.272119681350887,0.718269278295338,0.340684249997139,0.5055906604975461,0.18113803490996397,0.9298253180459141,0.0156125705689192,0.33292146120220395,0.18693134747445603,0.47820935398340203,0.7911159805953499,0.18357694614678602,0.285745302215219,0.972756915725768,0.9477946460247041,0.808461212553084,0.780375341884792,0.471328761428595,0.814631301909685,0.33640297967940597,0.5325752124190329,0.793241983279586,0.0425579585134983,0.159169513732195,0.0783613156527281,0.451031021773815,0.702669179067016,0.229448271915317,0.48704019933939,0.29167717508971697,0.5525901932269329,0.00250291544944048,0.5184275647625329,0.900328817777336,0.78586383908987,0.410491598770022,0.293328736908734,0.263958430849016,0.862624523229897,0.440342200919986,0.593926711939275,0.512323188595474,0.19690577499568498,0.601365343667567,0.09051733929663901,0.19366515427827802,0.046195812523365,0.626198025420308,0.80754566192627,0.7567445626482371,0.318946779705584,49.12,76.09
0.8100221566855909,0.13803169503808,0.32822544965893,0.154084781184793,0.14152032323181601,0.19396330695599304,0.155159064568579,0.320404308848083,0.537829392589629,0.86979011259973,0.17686699889600302,0.5337473200634121,0.139578513801098,0.31955486163497,0.41216823924332896,0.593361962586641,0.0692358743399382,0.516374842263758,0.06678831204772,0.578491721302271,0.964640568010509,0.614842105656862,0.890202503651381,0.822098041884601,0.68375719152391,0.524021863006055,0.838788029737771,0.6990151191130279,0.0398346921429038,0.466446274891496,0.497757212258875,0.51407565921545,0.130276293493807,0.858399255201221,0.806712300516665,0.8056416669860479,0.0798134710639715,0.0432267002761364,0.81771406903863,0.00130177475512028,0.900300733745098,0.56697706412524,0.8158643953502179,0.3559224400669339,0.081129452213645,0.395143183879554,0.9887340636923909,0.771526673808694,0.37374104186892504,0.28397075086832,0.0328444596379995,0.0212823003530502,0.531165868975222,0.0453935852274299,54.62,81.43
0.13280275836587,0.63944826181978,0.641709494404495,0.978405297733843,0.883811515755951,0.7408200856298209,0.968340496532619,0.837498323060572,0.433987975120544,0.35652867890894396,0.9849344501271841,0.41313153132796293,0.7323966687545179,0.6007473180070521,0.8161153290420771,0.185969589278102,0.525387187488377,0.144651524722576,0.720899706706405,0.06891529448330401,0.174247502349317,0.4688481511548161,0.115618285723031,0.0120223658159375,0.33529357891529804,0.33283731248229703,0.4385448442772029,0.318161598406732,0.8020596345886591,0.967428186908364,0.532302379608154,0.0779916830360889,0.7984971562400459,0.31122827809304,0.338502147234976,0.0289080012589693,0.580391141586006,0.6987056862562889,0.18177574314177,0.856772759929299,0.116650234907866,0.424682198092341,0.142491699196398,0.9404213242232801,0.900576999410987,0.7799517139792441,0.192785192281008,0.48530665226280706,0.7922260407358409,0.8992804242298008,0.860103433951735,0.552804823964834,0.494228358380497,0.958879398182034,39.71,65.27
0.8786084996536371,0.844138762913644,0.234589421190321,0.48534128814935706,0.24760084785521,0.729532417841256,0.00344912242144346,0.64681445248425,0.7919040527194742,0.4027226967737079,0.9360977169126271,0.16960241179913302,0.560746570117772,0.361797888763249,0.017543432302773,0.684106434695423,0.19665382802486397,0.0173162296414375,0.856657274067402,0.8355017509311441,0.6460867971181871,0.0505429031327367,0.869553497992456,0.659132236614823,0.955909581854939,0.13496438320726198,0.583428570069373,0.18088781554251898,0.46841883938759604,0.38952816370874604,0.6636065179482099,0.439981629140675,0.8765576416626569,0.659043211489916,0.24948812648654003,0.395095011219382,0.542619206011295,0.0534463580697775,0.110283116810024,0.6050032367929821,0.88257947191596,0.801063907332718,0.568935705348849,0.0860412949696183,0.8660872038453821,0.881645456887782,0.7236984837800259,0.00513701513409615,0.4563128119334579,0.622400410473347,0.28199219238013,0.18575418181717399,0.20279522705823197,0.6954888757318259,58.27,82.74
0.0558889331296086,0.34761907532811204,0.798088724724948,0.6297234920784829,0.9730387525632981,0.21391797810792898,0.8154240930452942,0.13265894353389698,0.172069593332708,0.8865844970569009,0.24523283634334803,0.789219299331307,0.0909446272999048,0.580474980175495,0.738564329221845,0.0912587204948068,0.646748582832515,0.645875186659396,0.4486093390733,0.31395095586776695,0.49627906456589704,0.9123576469719409,0.128515815362334,0.47598280385136604,0.0562901115044951,0.9438418215140699,0.20173867139965304,0.803940269164741,0.689621957950294,0.8885538810864091,0.37029848247766495,0.878167622722685,0.0520869577303529,0.23772692028433104,0.6560490764677521,0.673781980760396,0.0393555136397481,0.7045926190912719,0.890242387540638,0.257344751618803,0.10288117080926899,0.189454458653927,0.39459121506661204,0.7407840183004741,0.187487876042724,0.26247338391840497,0.457088465802372,0.7224028073251251,0.881634221412241,0.19459256064146802,0.6111965430900451,0.6542326342314481,0.7913456102833148,0.30048323702067103,40.6,67.36
0.543555031530559,0.0619192160665989,0.452366955578327,0.765353443101048,0.417049558833241,0.31377918552607303,0.46254353038966706,0.365919380448759,0.295576537959278,0.248574047349393,0.276289274916053,0.4275412047281861,0.307016545906663,0.0618100985884666,0.978266762569547,0.7875471254810691,0.30149420723319104,0.8273255974054341,0.676610372029245,0.0136977573856711,0.942742007784545,0.6425420530140401,0.582468471489847,0.140531501732767,0.41580732818692895,0.48969661816954607,0.803234092891216,0.418744836002588,0.7883195467293259,0.156057422049344,0.10589568968862301,0.124928184784949,0.400985797867179,0.41572829056531196,0.413366340100765,0.9021889371797439,0.968847699463367,0.462380781769753,0.358011453412473,0.0415592044591904,0.7490038787946109,0.49001379124820205,0.7710852036252621,0.49490609206259295,0.7191818980500101,0.079849517904222,0.0700230216607451,0.41506210993975395,0.560725440271199,0.4480268312618139,0.20437034871429197,0.424596546217799,0.5501383701339361,0.08918659854680301,62.15,86.01
