"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","Top1","Top5","Size","SizeRatio","id","elapsed_seconds","points","gpr_iterations","gpr_added_points","perturbation_range","gpr_neighbourhood","gpr_sample_size"
0.920712815690786,0.840192847279832,0.772551774373278,0.196795267146081,0.973238685261458,0.977008871594444,0.9,0.9,0.670623827865347,0.9,0.340257650474086,0.525972399255261,0.546130256028846,0.751074170786887,0.408777046250179,0.270000680442899,0.564794883225113,0.740002182405442,0.389961404865608,0.355383140174672,0.132074675429612,0.393800940271467,0.279519735975191,0.215583701757714,0.9,0.966264920169488,0.997034540260211,0.00777106010355055,0.0829695178195834,0.507567011052743,0.903677291003987,0.960822984809056,0.521201088186353,0.9,0.239431364787743,0.9,0.637095662159845,0.222748014936224,0.334244923340157,0.9,0.948794304160401,0.1,0.59531786092557,0.9,0.0260846939869225,0.40310875675641,0.1,0.1,0.494085657782853,0.983668677834794,0.724722453160211,0.1,0.410304536810145,0.9,77.48,94.58,79585600,0.097520236120487,1,274323,244,30,3,0.375,1000,3240
