"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","Top1","Top5","Size","SizeRatio","id","elapsed_seconds","points","gpr_iterations","gpr_added_points","perturbation_range","gpr_neighbourhood","gpr_sample_size"
0.9,0.252704952750355,0.341612871363759,0.362341291178018,0.9,0.747146258689463,0.139838633965701,0.0891624646261334,0.637738502956927,0.44291045088321,0.739496945869178,0.333231843914837,0.422609014995396,0.320588340889662,0.251529121305794,0.245209567155689,0.806620864290744,0.0482284542173147,0.75661055194214,0.9,0.638183027599007,0.936261691711843,0.0657237995415926,0.931115240883082,0.637160589080304,0.225174023397267,0.033363823685795,0.81349562164396,0.615178715530783,0.1,0.212614986207336,0.1,0.1,0.1,0.376291225571185,0.1,0.131919800210744,0.631252969242632,0.323012197297066,0.1,0.437879747338593,0.155422248784453,0.0310567355714738,0.421407855581492,0.217526420857757,0.1,0.00972031746059657,0.1,0.0149347427301109,0.1,0.293547540344298,0.1,0.1,0.250744890794158,62.91,86.33,51455488,0.0630509959019582,1,283886,244,30,3,0.375,1000,3240
