"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","Top1","Top5","Size","SizeRatio","id","elapsed_seconds","points","gpr_iterations","gpr_added_points","perturbation_range","gpr_neighbourhood","gpr_sample_size"
0.963522981712595,0.0488550692331046,0.570749695273116,0.205009875725955,0.451996057434008,0.175251145474613,0.771526240836829,0.1,0.455720152566209,0.436832060245797,0.334140945831314,0.9,0.1,0.856005544401705,0.622984659532085,0.416269618179649,0.489012304320931,0.357667062804103,0.9,0.572377152647823,0.428809242881835,0.172969593526796,0.580533715523779,0.449656434264034,0.687913962733001,0.175840447563678,0.227261085854843,0.1,0.1,0.310696773836389,0.0776008363813162,0.348531311517581,0.1,0.355946391494945,0.1,0.1,0.0898124693427235,0.143789700465277,0.0285459162201732,0.797022681310773,0.219065740611404,0.1,0.957413760153577,0.622344850888476,0.0182199130300432,0.235966634238139,0.0147888619918376,0.1,0.0719996000640094,0.129170255875215,0.395129242120311,0.107301811827347,0.1,0.207466306304559,62.59,86.37,47281664,0.0579365995538078,1,220372,244,30,3,0.375,1000,3240
