"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","Top1","Top5","Size","SizeRatio","id","elapsed_seconds","points","gpr_iterations","gpr_added_points","perturbation_range","gpr_neighbourhood","gpr_sample_size"
0.64825132638216,0.1,0.741696199774742,0.22120850533247,0.747071595489979,0.446677842736244,0.752398507297039,0.0613344147801399,0.627962605655193,0.1,0.431673607230186,0.120170636475086,0.176935186982155,0.830910274386406,0.334256641566753,0.69671598225832,0.80421874076128,0.328230305016041,0.9,0.632269693911076,0.37664328366518,0.232581652700901,0.494408078491688,0.9,0.9,0.349802865087986,0.0161042138934135,0.00122445672750471,0.67456629127264,0.1,0.269599445164204,0.00655562430620193,0.040010629594326,0.987163676321506,0.9,0.173579408228397,0.396554014086723,0.144523753225803,0.0711559280753136,0.366432672739029,0.333428202569485,0.0863936677575111,0.1,0.798590482771397,0.0113990366458893,0.1,0.1,0.0615427270531654,0.0798597618937492,0.0360410884022713,0.1,0.149694783985615,0.1,0.355429612100124,58.11,83.79,50629760,0.0620391898776108,1,153488,244,30,3,0.375,1000,3240
