Size,SizeRatio,Top1,Top5,W1,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W2,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W3,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W4,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W5,W50,W51,W52,W53,W54,W6,W7,W8,W9
81495232.0,0.09986020419942633,55.75,80.52,1.0,6.0,4.0,7.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,3.0,2.0,6.0,3.0,5.0,3.0,2.0,7.0,6.0,2.0,2.0,5.0,1.0,6.0,6.0,1.0,7.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0
81605824.0,0.09999571813603089,58.81,82.08,1.0,8.0,2.0,6.0,3.0,6.0,8.0,8.0,4.0,2.0,2.0,6.0,7.0,3.0,5.0,8.0,6.0,3.0,5.0,2.0,2.0,6.0,4.0,1.0,1.0,6.0,2.0,4.0,5.0,7.0,7.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,4.0,3.0,2.0,2.0,7.0,2.0,4.0,3.0,6.0,7.0,6.0,5.0
79975168.0,0.09799759337286659,64.72,86.57,4.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,6.0,5.0,1.0,2.0,6.0,5.0,1.0,7.0,1.0,7.0
80710016.0,0.09889803956505046,69.12,89.97,2.0,7.0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,4.0,3.0,7.0,3.0,5.0,2.0,3.0,3.0,3.0,7.0,7.0,1.0,4.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,6.0,3.0,3.0,5.0,1.0,1.0,6.0,3.0,6.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0
81378432.0,0.09971708328837114,69.92,89.86,6.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,3.0,4.0,5.0,1.0,1.0,6.0,5.0,7.0,3.0,1.0,1.0,6.0,2.0,7.0,4.0,3.0,6.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,6.0,1.0,1.0,7.0,2.0,1.0,4.0,5.0,5.0,6.0,6.0,1.0,2.0
81571392.0,0.099953526875676,64.39,86.47,3.0,5.0,7.0,1.0,5.0,1.0,3.0,7.0,6.0,6.0,4.0,1.0,1.0,6.0,1.0,7.0,1.0,5.0,3.0,1.0,7.0,7.0,7.0,4.0,1.0,1.0,3.0,1.0,6.0,2.0,4.0,3.0,3.0,2.0,3.0,7.0,3.0,5.0,1.0,5.0,6.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,5.0
80848832.0,0.09906813778755932,55.56,81.59,5.0,1.0,3.0,7.0,6.0,1.0,1.0,5.0,4.0,6.0,5.0,2.0,2.0,5.0,7.0,7.0,1.0,5.0,1.0,1.0,7.0,2.0,5.0,7.0,1.0,6.0,1.0,4.0,5.0,7.0,6.0,1.0,5.0,4.0,6.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,7.0,6.0,1.0,6.0,4.0,1.0,4.0,3.0,4.0,3.0
79918272.0,0.0979278758441389,57.03,81.79,1.0,1.0,2.0,6.0,1.0,3.0,6.0,7.0,6.0,5.0,4.0,7.0,4.0,3.0,7.0,1.0,1.0,6.0,6.0,6.0,2.0,7.0,7.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,7.0,3.0,4.0,7.0,6.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,3.0,1.0,6.0,4.0,7.0
81532864.0,0.09990631658063205,59.64,82.7,5.0,2.0,3.0,4.0,1.0,6.0,1.0,1.0,1.0,7.0,7.0,3.0,5.0,1.0,7.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,2.0,4.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,4.0,1.0,5.0,4.0,6.0,3.0,1.0,2.0,4.0,1.0,6.0,5.0,4.0,1.0,4.0,1.0,2.0,7.0
80673920.0,0.09885380932185313,65.59,87.63,6.0,3.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,2.0,1.0,5.0,4.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,6.0,2.0,1.0
79830144.0,0.09781988817590713,74.69,92.49,6.0,7.0,5.0,4.0,1.0,1.0,4.0,6.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,5.0,3.0,3.0,6.0,5.0,4.0,4.0,6.0,4.0,2.0,6.0,3.0,5.0,5.0,4.0,3.0,6.0,5.0,3.0,1.0,7.0,1.0,4.0,7.0,2.0,3.0,1.0,6.0,1.0,6.0,6.0,5.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0
81371456.0,0.09970853524491635,51.19,77.68,7.0,2.0,7.0,7.0,1.0,1.0,7.0,5.0,3.0,6.0,1.0,6.0,2.0,1.0,4.0,4.0,3.0,6.0,3.0,1.0,7.0,1.0,4.0,5.0,5.0,6.0,7.0,1.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,5.0,4.0
81482496.0,0.09984459813844003,63.34,85.49,4.0,6.0,2.0,6.0,1.0,2.0,5.0,5.0,4.0,3.0,6.0,3.0,7.0,3.0,4.0,5.0,1.0,2.0,6.0,3.0,1.0,6.0,7.0,1.0,1.0,4.0,2.0,6.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,7.0,4.0,1.0,1.0,4.0,3.0,6.0,2.0,7.0,6.0,1.0,7.0,1.0,3.0,4.0,1.0,2.0
80924992.0,0.099161460463809,74.08,92.64,7.0,1.0,5.0,7.0,6.0,5.0,6.0,1.0,4.0,3.0,6.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0,6.0,3.0,2.0,8.0,6.0,1.0,6.0,5.0,7.0,4.0,2.0,4.0,8.0,2.0,3.0,4.0,3.0,6.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,8.0,7.0,6.0,3.0,2.0,2.0,4.0,6.0,7.0,4.0
80831680.0,0.09904712057979889,55.94,81.35,1.0,7.0,1.0,6.0,1.0,5.0,5.0,7.0,3.0,4.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,5.0,4.0,6.0,1.0,2.0,1.0,5.0,2.0,7.0,2.0,6.0,3.0,2.0,7.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,7.0,5.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,6.0,2.0,4.0,5.0
80973376.0,0.0992207478110735,68.7,89.7,3.0,5.0,7.0,1.0,6.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,5.0,2.0,7.0,1.0,7.0,4.0,1.0,7.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,7.0,3.0,3.0,5.0,3.0,1.0,5.0,7.0,1.0,1.0,4.0,5.0,2.0,3.0,6.0,6.0,2.0
81516928.0,0.09988678939879493,59.53,82.55,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,6.0,1.0,1.0,5.0,1.0,3.0,5.0,3.0,6.0,3.0,1.0,4.0,5.0,6.0,5.0,3.0,4.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,1.0,6.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0
81222016.0,0.09952541890118273,66.54,88.06,2.0,8.0,8.0,2.0,6.0,6.0,5.0,8.0,8.0,3.0,5.0,7.0,1.0,6.0,7.0,4.0,7.0,4.0,5.0,8.0,1.0,5.0,2.0,4.0,7.0,7.0,7.0,1.0,3.0,1.0,4.0,2.0,1.0,7.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,6.0,1.0,2.0,4.0,8.0,5.0,5.0
81220800.0,0.09952392887525942,64.94,86.54,1.0,3.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,2.0,4.0,7.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,7.0,6.0,3.0,3.0,2.0,1.0,1.0,4.0,7.0,5.0,3.0,5.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,6.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,7.0,7.0
80698944.0,0.0988844724869066,68.93,89.75,3.0,1.0,4.0,1.0,5.0,7.0,4.0,6.0,2.0,2.0,6.0,3.0,5.0,6.0,2.0,1.0,5.0,7.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,6.0,3.0,1.0,4.0,6.0,1.0,2.0,2.0,4.0,2.0,6.0,3.0,5.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0
79686016.0,0.09764328089278589,64.69,86.98,2.0,1.0,2.0,2.0,3.0,7.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,2.0,6.0,1.0,7.0,1.0,5.0,2.0,5.0,7.0,2.0,4.0,7.0,1.0,7.0,4.0,2.0,2.0,1.0,6.0,6.0,5.0,3.0,7.0,3.0,4.0,6.0,4.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0
81470656.0,0.09983008999129198,54.19,78.88,1.0,5.0,1.0,2.0,4.0,8.0,8.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,6.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,7.0,1.0,5.0,1.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,7.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,7.0,5.0,1.0,1.0,3.0,7.0,2.0,6.0,8.0,4.0,2.0
81527552.0,0.09989980752001967,51.85,78.27,4.0,3.0,3.0,5.0,6.0,1.0,4.0,6.0,1.0,1.0,3.0,8.0,2.0,8.0,4.0,1.0,6.0,1.0,2.0,3.0,7.0,1.0,6.0,3.0,5.0,6.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,6.0,6.0,2.0,3.0,7.0,6.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,7.0
81346112.0,0.0996774799677778,54.05,79.17,3.0,7.0,3.0,1.0,7.0,1.0,6.0,1.0,6.0,2.0,5.0,6.0,1.0,4.0,7.0,2.0,2.0,3.0,6.0,1.0,3.0,2.0,1.0,6.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,5.0,6.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0
81154368.0,0.09944252640639625,71.82,90.59,7.0,8.0,4.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,1.0,1.0,6.0,5.0,6.0,8.0,6.0,2.0,1.0,1.0,4.0,1.0,6.0,3.0,6.0,1.0,7.0,2.0,6.0,3.0,7.0,5.0,7.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,7.0,1.0,1.0,1.0,7.0,4.0,5.0,2.0,2.0
80655552.0,0.09883130208816938,47.11,73.36,1.0,3.0,1.0,3.0,2.0,6.0,2.0,5.0,2.0,2.0,6.0,6.0,3.0,1.0,2.0,4.0,5.0,6.0,2.0,2.0,6.0,3.0,6.0,5.0,4.0,2.0,1.0,6.0,2.0,7.0,6.0,1.0,4.0,3.0,7.0,4.0,2.0,1.0,1.0,3.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,6.0,3.0,4.0
81178176.0,0.09947169954552641,68.06,88.53,3.0,4.0,6.0,6.0,6.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,3.0,6.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0
81217920.0,0.09952039986649368,62.03,85.64,2.0,7.0,8.0,7.0,2.0,4.0,5.0,7.0,2.0,2.0,8.0,3.0,4.0,4.0,2.0,7.0,3.0,2.0,5.0,2.0,4.0,3.0,6.0,7.0,5.0,2.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,7.0,2.0,2.0,3.0,3.0,5.0,7.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,5.0,3.0
80807872.0,0.09901794744066873,58.23,82.96,5.0,4.0,7.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,7.0,3.0,3.0,4.0,2.0,5.0,7.0,6.0,4.0,7.0,6.0,1.0,1.0,4.0,1.0,5.0,6.0,2.0,3.0,6.0,6.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,2.0,1.0,7.0,1.0,5.0,3.0
81401024.0,0.09974476640157798,45.62,72.88,1.0,2.0,1.0,7.0,1.0,3.0,1.0,3.0,2.0,5.0,6.0,6.0,5.0,3.0,4.0,5.0,7.0,4.0,6.0,6.0,7.0,1.0,6.0,5.0,5.0,6.0,2.0,3.0,1.0,5.0,1.0,7.0,4.0,1.0,1.0,5.0,6.0,3.0,1.0,6.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,7.0,1.0
81161792.0,0.09945162340677018,64.68,86.09,3.0,7.0,7.0,3.0,2.0,5.0,1.0,3.0,1.0,5.0,4.0,8.0,7.0,2.0,7.0,7.0,6.0,1.0,6.0,4.0,6.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,7.0,5.0,7.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,6.0,3.0,7.0,5.0,3.0,3.0,7.0,1.0,3.0,4.0,8.0,4.0
81173632.0,0.09946613155391823,62.63,84.85,6.0,7.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,3.0,7.0,7.0,6.0,7.0,2.0,6.0,6.0,2.0,6.0,5.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,6.0,3.0,3.0,1.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0
80581824.0,0.09874095946376633,48.02,74.76,1.0,1.0,2.0,6.0,2.0,2.0,2.0,4.0,7.0,6.0,3.0,6.0,6.0,7.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,7.0,1.0,5.0,1.0,5.0,4.0,1.0,3.0,7.0,5.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,2.0,1.0
81347776.0,0.09967951895062023,39.15,66.25,1.0,6.0,1.0,3.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,6.0,7.0,1.0,2.0,7.0,7.0,1.0,1.0,3.0,6.0,1.0,1.0,6.0,3.0,6.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,6.0
80512960.0,0.09865657694305655,44.84,72.03,5.0,1.0,6.0,1.0,5.0,1.0,1.0,6.0,1.0,5.0,2.0,2.0,6.0,4.0,5.0,5.0,3.0,4.0,7.0,7.0,1.0,1.0,5.0,6.0,5.0,1.0,5.0,4.0,2.0,1.0,6.0,1.0,6.0,4.0,3.0,6.0,6.0,5.0,1.0,3.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,2.0,4.0
80205760.0,0.09828014934137717,54.45,80.52,5.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,6.0,2.0,2.0,1.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,5.0,1.0,1.0,3.0,5.0,1.0,3.0,6.0,4.0,4.0,1.0,6.0,2.0,4.0,5.0,1.0,6.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0
81475968.0,0.09983659905190435,61.42,84.44,2.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0
81508288.0,0.0998762023724977,68.84,89.44,5.0,7.0,6.0,3.0,5.0,6.0,1.0,4.0,1.0,7.0,3.0,1.0,5.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,6.0,8.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,7.0,6.0,5.0,5.0,6.0,3.0,5.0,2.0
81359168.0,0.09969347814084917,69.07,89.18,7.0,6.0,3.0,7.0,6.0,2.0,1.0,1.0,6.0,5.0,2.0,5.0,2.0,6.0,3.0,7.0,7.0,2.0,7.0,1.0,1.0,3.0,7.0,1.0,2.0,7.0,2.0,1.0,7.0,2.0,2.0,2.0,4.0,2.0,7.0,3.0,5.0,1.0,5.0,4.0,1.0,2.0,6.0,1.0,4.0,7.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,3.0
81607040.0,0.09999720816195422,67.04,87.79,2.0,5.0,2.0,5.0,1.0,6.0,6.0,1.0,2.0,4.0,3.0,2.0,7.0,7.0,1.0,2.0,1.0,7.0,6.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,6.0,4.0,4.0,3.0,4.0
81363712.0,0.09969904613245735,69.27,89.74,4.0,5.0,3.0,1.0,1.0,5.0,7.0,7.0,2.0,6.0,3.0,1.0,3.0,5.0,1.0,6.0,7.0,4.0,6.0,7.0,7.0,1.0,7.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,6.0,5.0,6.0,1.0,4.0,3.0,5.0,3.0,6.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0
81384640.0,0.09972469026282176,61.51,84.36,1.0,3.0,1.0,4.0,3.0,6.0,5.0,4.0,1.0,6.0,7.0,7.0,4.0,7.0,6.0,6.0,6.0,5.0,4.0,1.0,7.0,2.0,7.0,5.0,6.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,2.0,6.0,7.0,5.0
81084736.0,0.09935720281668227,64.91,87.94,7.0,7.0,2.0,3.0,5.0,4.0,8.0,4.0,5.0,6.0,2.0,2.0,5.0,4.0,3.0,3.0,7.0,7.0,6.0,7.0,5.0,4.0,3.0,2.0,3.0,7.0,2.0,7.0,5.0,1.0,3.0,5.0,6.0,6.0,7.0,1.0,2.0,7.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,1.0,8.0,4.0,8.0,5.0
80346240.0,0.09845228654672847,60.5,83.9,6.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,4.0,1.0,6.0,5.0,4.0,5.0,5.0,6.0,1.0,4.0,2.0,2.0,6.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0
80704704.0,0.09889153050443808,53.34,78.15,1.0,7.0,1.0,6.0,2.0,2.0,2.0,4.0,7.0,7.0,3.0,3.0,1.0,7.0,3.0,7.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,6.0,7.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,6.0,5.0,1.0,1.0,4.0,4.0
81363264.0,0.09969849717553823,60.46,84.17,7.0,2.0,5.0,2.0,3.0,8.0,2.0,8.0,2.0,6.0,3.0,8.0,2.0,4.0,6.0,8.0,1.0,4.0,2.0,3.0,4.0,1.0,8.0,3.0,3.0,2.0,1.0,5.0,5.0,1.0,7.0,2.0,7.0,8.0,3.0,1.0,1.0,7.0,6.0,7.0,2.0,7.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,7.0
79942848.0,0.09795799005227325,49.55,74.94,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,6.0,3.0,2.0,6.0,2.0,1.0,5.0,3.0,6.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,6.0,1.0,5.0,4.0,1.0,6.0,5.0,1.0,5.0,1.0,3.0,2.0,3.0,5.0,6.0
