"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","W20","A20","W21","A21","W22","A22","W23","A23","W24","A24","W25","A25","W26","A26","W27","A27","W28","A28","W29","A29","W30","A30","W31","A31","W32","A32","W33","A33","W34","A34","W35","A35","W36","A36","W37","A37","W38","A38","W39","A39","W40","A40","W41","A41","W42","A42","W43","A43","W44","A44","W45","A45","W46","A46","W47","A47","W48","A48","W49","A49","W50","A50","W51","A51","W52","A52","W53","A53","W54","A54","Top1","Top5"
0.941280126571655,0.988594522699714,0.41319970972836,0.802429229021072,0.57757587172091,0.140663811936975,0.803013823926449,0.536086428910494,0.994396904483438,0.251511441543698,0.730819063261151,0.843650666065514,0.773620049469173,0.0340213142335415,0.507155315950513,0.498587722890079,0.924100982025266,0.719394432380795,0.472765639424324,0.62179282028228,0.562093418091536,0.0843960102647543,0.0039864256978035,0.631805205717683,0.470890885218978,0.416559864766896,0.849470957182348,0.880364509299397,0.100004015490413,0.775859102606773,0.153754332102835,0.73205407243222,0.472550143487751,0.434460266493261,0.904939750209451,0.277786665596068,0.267840181477368,0.608813249506056,0.150915236212313,0.110649164766073,0.927981234155595,0.560144302435219,0.904935247264802,0.606850558891892,0.972444987855852,0.171231359243393,0.830250103026628,0.949778688140213,0.72770432010293,0.0227579763159156,0.466317526996136,0.444519966840744,0.761055212467909,0.362068352289498,0.247834818437696,0.326708401553333,0.519803893752396,0.533573541790247,0.565322916023433,0.793706104159355,0.153709534555674,0.675090279430151,0.120025048032403,0.797155234962702,0.805385968647897,0.35101009067148,0.450925557874143,0.30241169501096,0.800409324467182,0.0223220493644476,0.62939079105854,0.383648154325783,0.879604199901223,0.0845942664891481,0.908603790216148,0.415888155810535,0.9152439115569,0.216210720129311,0.0459840409457684,0.549652374349535,0.524350725114346,0.892638444900513,0.994373282417655,0.48903332836926,0.407712707296014,0.952364133670926,0.790242109447718,0.0841652192175388,0.641711339354515,0.183768957853317,0.236648161895573,0.180321999825537,0.062867290340364,0.214339464902878,0.725317724049091,0.565373898483813,0.815491036511958,0.167345333844423,0.360779461450875,0.486623611301184,0.8477973183617,0.0137800052762032,0.446311254054308,0.72585928067565,0.0396925779059529,0.395746352151036,0.356756250374019,0.67595708090812,58.3,83.46
0.38902644161135,0.166492328047752,0.68174259737134,0.0222592828795314,0.00796753913164139,0.703697265125811,0.104557099752128,0.439566822722554,0.398115823976696,0.501993922516704,0.012633603066206,0.33658854663372,0.212958303280175,0.832105294801295,0.388725441880524,0.917988735251129,0.0269345743581653,0.00210908520966768,0.782917358912528,0.118308568373322,0.304398066364229,0.973518407903612,0.877659525722265,0.350145412608981,0.645092595368624,0.931134416721761,0.209308953024447,0.323233004659414,0.86692370288074,0.358959577046335,0.560363232158124,0.397262333892286,0.858355712145567,0.910089042969048,0.0453895507380366,0.709476352669299,0.796967130154371,0.352495556697249,0.687928212806582,0.67673562373966,0.386648151092231,0.381485673598945,0.437608272768557,0.383606455288827,0.267227565869689,0.794059746898711,0.49178521335125,0.290587467141449,0.334273053333163,0.933852544985712,0.699776627123356,0.81331673450768,0.238247639499605,0.504235500469804,0.569404339417815,0.816231712698936,0.113051373511553,0.353717690333724,0.460595387965441,0.180012557655573,0.959541704505682,0.0245260009542108,0.642674395814538,0.0233217608183622,0.228823985904455,0.541277153417468,0.733127322979271,0.84065630286932,0.0451390417292714,0.897893911227584,0.484831144101918,0.801439392380416,0.355401959270239,0.991669556125998,0.300485196523368,0.733825584873557,0.448957649990916,0.929198739118874,0.566476107574999,0.420662241056561,0.282700839452446,0.415705569088459,0.398463745601475,0.610482000745833,0.533664234913886,0.0650235852226615,0.134126918390393,0.605392658151686,0.221871694549918,0.925412255339324,0.97894733864814,0.853243472985923,0.831756633706391,0.900331963784993,0.325269728899002,0.12922166287899,0.460285083390772,0.837636101059616,0.71603771392256,0.757954056374729,0.146111913025379,0.77056562807411,0.891991876065731,0.392622584477067,0.627805042080581,0.978584809228778,0.643553350120783,0.0576083846390247,62.48,85.71
0.564599391072989,0.374993304722011,0.936927404254675,0.832041679881513,0.0952068036422133,0.535307438112795,0.40291444491595,0.203192424960434,0.837163707241416,0.380394098348916,0.649646576493979,0.743638591840863,0.241213944740593,0.736292285844684,0.727060683071613,0.0127389607951045,0.514341849833727,0.977246003225446,0.462735256180167,0.91241043433547,0.174452219158411,0.274071931838989,0.370464019477367,0.249952050857246,0.99019471835345,0.753615570254624,0.714672358706594,0.290928359143436,0.53142695967108,0.955201305449009,0.325916665606201,0.873804842121899,0.591099909506738,0.711053459905088,0.330589478835464,0.362174719572067,0.855402487330139,0.666547588072717,0.884072746150196,0.466834761202335,0.263729317113757,0.816697964444757,0.626955709420145,0.18808898050338,0.75584018882364,0.0663852142170072,0.755096687935293,0.645698195323348,0.168861442245543,0.551256136037409,0.552537730894983,0.923620382323861,0.498239059001207,0.829577933065593,0.718817073851824,0.962276924401522,0.49961351044476,0.58385840151459,0.537148275412619,0.529561063274741,0.628296185284853,0.13346610032022,0.720535529777408,0.954578435979784,0.644081580452621,0.0685599697753787,0.207217427901924,0.955568831413984,0.105050416663289,0.505191522650421,0.210881325416267,0.0210860380902886,0.939473750069737,0.0127209238708019,0.274835367687047,0.31320849340409,0.0739333918318152,0.0513660153374076,0.535163353197277,0.514018499292433,0.862865000031888,0.0449044313281775,0.576421038247645,0.286696238443255,0.0786571493372321,0.548148273490369,0.597223130054772,0.580003895796835,0.611692750826478,0.587946590036154,0.562760915607214,0.879369129426777,0.252526240423322,0.998274929821491,0.521026531234384,0.875290886498988,0.305011279881001,0.194838274270296,0.733800894580781,0.87872822675854,0.517804714851081,0.160079665482044,0.616215682588518,0.707976074889302,0.908165664412081,0.364070095121861,0.188803152181208,0.391259221360087,67.19,88.79
0.0152753191068769,0.533023220486939,0.158624852076173,0.116674821823835,0.537251655943692,0.0983716640621424,0.689261898398399,0.803709830157459,0.301429561339319,0.630861298181117,0.118686499074101,0.248242317698896,0.801996926777065,0.382032516412437,0.345577887259424,0.593275244347751,0.413561266846955,0.259960656054318,0.777828200720251,0.410020048730075,0.932139649055898,0.666197688318789,0.748011630028486,0.780792645178735,0.128263556398451,0.265892676077783,0.351919930428267,0.975016807205975,0.298781522549689,0.413855030201375,0.981456820853055,0.00544274691492319,0.203467024490237,0.194408935494721,0.721023856662214,0.679844103753567,0.32196887768805,0.41901908069849,0.456739831715822,0.777091081254184,0.800425628200173,0.249504584819078,0.215559349395335,0.786256775259972,0.491784995421767,0.939150895923376,0.406751851551235,0.109546219930053,0.769084888510406,0.405710094608366,0.285995877347887,0.302916266024113,0.506436823867261,0.0389734022319317,0.0886538326740265,0.457037060521543,0.898553530685604,0.278850915841758,0.425080796703696,0.385563792660832,0.445877116173506,0.534167583100498,0.00895292870700359,0.241050195880234,0.313895516097546,0.760861085727811,0.991421909071505,0.433589131571352,0.865433624945581,0.379863652400672,0.910132652148604,0.665893985889852,0.294303465634584,0.918828703463078,0.883503396995366,0.505893094465137,0.540264355018735,0.84228806104511,0.0771712716668844,0.392825525254011,0.0722725428640842,0.521827785298228,0.043439107015729,0.656694953329861,0.956592317670584,0.434451194480062,0.44129894208163,0.1056516058743,0.000431176275014877,0.333724989555776,0.336329150944948,0.0834032883867621,0.516900889575481,0.184267428703606,0.435721518471837,0.319273203611374,0.918029971420765,0.802133488468826,0.315556856803596,0.368870666250587,0.472174648195505,0.930635749362409,0.0462751192972064,0.40794250741601,0.261277540586889,0.761605743318796,0.811507133767009,0.779746643267572,53.34,78.49
0.849015556275845,0.863289701752365,0.625248411670327,0.408636216074228,0.26114887278527,0.381340968422592,0.0516669694334269,0.720702272839844,0.216687144711614,0.206057193689048,0.318776385858655,0.871635397896171,0.570911162532866,0.764379948377609,0.0139347044751048,0.310431182384491,0.789963054470718,0.0965383602306247,0.0414481842890382,0.152124964632094,0.441098512150347,0.769295920617878,0.03334148414433,0.590405843220651,0.394798229448497,0.612232560291886,0.818801749497652,0.113984298892319,0.191518791951239,0.603761478327215,0.52020597923547,0.690169441513717,0.328322775661945,0.285406392067671,0.00190648436546326,0.848507581278682,0.721412692219019,0.841223904863,0.627898161299527,0.59218374826014,0.175116678699851,0.420701538212597,0.959469098597765,0.465399451553822,0.647642202675343,0.53029519226402,0.146760537289083,0.83468403853476,0.557019613683224,0.0485387844964862,0.98470289632678,0.588691123761237,0.864676035009325,0.491637050174177,0.772007615305483,0.00733148399740458,0.634492035023868,0.0661712745204568,0.937863351777196,0.0455744648352265,0.977523560635746,0.797618806362152,0.951340094208717,0.635030345059931,0.0387066127732396,0.661832305602729,0.480904990807176,0.586064300499856,0.405252018012106,0.834029893390834,0.555942337028682,0.257707769982517,0.530354470014572,0.512744661420584,0.109780060127378,0.149891165085137,0.266268563456833,0.677515630610287,0.49583603348583,0.924568139947951,0.265034879557788,0.908122875727713,0.933392385952175,0.97587828617543,0.66325331106782,0.138517670333385,0.757870375178754,0.417365839704871,0.436764223501086,0.128033087588847,0.824608961120248,0.361633400432765,0.77057890035212,0.583736177533865,0.141599788330495,0.206810891628265,0.578870441764593,0.323618256486952,0.211348204873502,0.745172085240483,0.00103087350726128,0.410438391380012,0.908892262727022,0.242716550827026,0.248626831918955,0.108995725400746,0.673911837860942,0.64831514377147,59.01,83.11
0.28994117770344,0.0411867992952466,0.403589110821486,0.626017234288156,0.824410260654986,0.944221846759319,0.853212029673159,0.25690412055701,0.671919795684516,0.953636868856847,0.912938456982374,0.370859677903354,0.385385646484792,0.117662620730698,0.881932582706213,0.858800269663334,0.126217493787408,0.62534711882472,0.734225735068321,0.654617397114635,0.69878433085978,0.157515127211809,0.910676663741469,0.434479418210685,0.721587711013854,0.0948216915130615,0.240224236622453,0.682844596914947,0.958740883506835,0.030920572578907,0.175838428549469,0.431578605435789,0.96595470700413,0.807910291478038,0.922980689443648,0.170088892802596,0.188379627652466,0.0888134436681867,0.21099273301661,0.152165525592864,0.639633195474744,0.521477635018528,0.383560823276639,0.555830811150372,0.0988884055987,0.403621828183532,0.550735394470394,0.42545467056334,0.379896746948361,0.901100817136467,0.219992127269506,0.216033886186779,0.138460587710142,0.626937739551067,0.418276508338749,0.510618166998029,0.232652695849538,0.761320191435516,0.0831187339499593,0.93188261706382,0.159240695647895,0.400960830040276,0.287914231419563,0.419852192513645,0.989522820338607,0.477160939946771,0.70259802788496,0.0482152346521616,0.628280874341726,0.210578824393451,0.325440956279635,0.933177997358143,0.234671434387565,0.418866030871868,0.720402764156461,0.968553498387337,0.861475139856339,0.468624596484005,0.891328098252416,0.0457610301673412,0.553674638271332,0.400679082609713,0.462834037840366,0.0963581427931786,0.285325772128999,0.750467573292553,0.164438256062567,0.897104601375759,0.950262255966663,0.887366058304906,0.0822926182299852,0.65948096010834,0.00663340091705322,0.272665956057608,0.807944214902818,0.520896718837321,0.191923227161169,0.681164769455791,0.863416667096317,0.00136581528931856,0.985063950531185,0.68686880543828,0.494961373507977,0.888453250750899,0.582895049825311,0.516297244466841,0.325911835767329,0.0244609452784061,48.47,75.14
0.991659164428711,0.149348981678486,0.106700164265931,0.886381974443793,0.893587743863463,0.32434237934649,0.337287208065391,0.959905876778066,0.928874443285167,0.790649935603142,0.770505223423243,0.0843144245445728,0.0121157048270106,0.98058171197772,0.496811975724995,0.164677632972598,0.27893088478595,0.615194393321872,0.166851087473333,0.0851761884987354,0.503862437792122,0.599685125984251,0.5492256982252,0.722249399870634,0.815048682503402,0.170545689761639,0.934846607968211,0.413967854343355,0.719554135575891,0.312352946028113,0.632775842212141,0.575433417223394,0.455943000502884,0.888032318092883,0.503130717203021,0.437975324690342,0.106415730901062,0.93698391597718,0.833844816312194,0.956314106471837,0.984723542816937,0.706226008944213,0.372462286613882,0.714397128671408,0.927507331594825,0.771414017304778,0.264214652590454,0.893964211456478,0.658850337378681,0.772277042269707,0.788693852722645,0.625058026984334,0.0391981098800898,0.214071519672871,0.559793672524393,0.300029711797833,0.85882497113198,0.226566636934876,0.647876643575728,0.676421997137368,0.0543763656169176,0.0445632394403219,0.612187843769789,0.0609174026176333,0.187694898806512,0.926824529655278,0.11657396890223,0.235083129256964,0.255475573241711,0.667934618890285,0.413151969201863,0.759868048131466,0.486476702615619,0.160799281671643,0.867821388877928,0.0226572761312127,0.395019164308906,0.941175797954202,0.220477348193526,0.777818513102829,0.447818595916033,0.37211308721453,0.825986079871655,0.148998912423849,0.130198224447668,0.981322315521538,0.903277691453695,0.629951622337103,0.815034466795623,0.472981579601765,0.705923863686621,0.435644949786365,0.192453810013831,0.0768953412771225,0.0282308598980308,0.771240224130452,0.00963188428431749,0.482594296336174,0.581789305433631,0.803570709191263,0.235745530575514,0.868360346183181,0.869930041022599,0.601050936616957,0.40180229768157,0.456861914135516,0.445914939977229,0.316705329343677,69.16,89.58
0.432584800757468,0.944092167541385,0.859640697948635,0.164903973229229,0.457336459308863,0.762436867691576,0.504125905223191,0.0469953054562211,0.463632086291909,0.0411630533635616,0.488568628206849,0.579200201667845,0.951501493342221,0.151216716505587,0.615119764581323,0.744299804791808,0.67622073367238,0.147909306921065,0.608836075291038,0.580729681067169,0.261557718738914,0.457619450986385,0.426529197953641,0.253838263452053,0.0510177621617913,0.684899808838964,0.0144302397966385,0.851947330869734,0.485410327091813,0.82245119009167,0.0383624816313386,0.303138974122703,0.84369795396924,0.392902838997543,0.425684652291238,0.510286226868629,0.576800022274256,0.180544193834066,0.26478070858866,0.272400563582778,0.451135964132845,0.351679575629532,0.785026469267905,0.31073357257992,0.319980612955987,0.148098825477064,0.917197576723993,0.365685711614788,0.279088363982737,0.185309432446957,0.0532806739211082,0.00772503018379211,0.953638822771609,0.919562651775777,0.132702025584877,0.810929887928069,0.258709276095033,0.906574122607708,0.252131139859557,0.281446614302695,0.871438527479768,0.632776166312397,0.150511663407087,0.775184617377818,0.768390115350485,0.24241166934371,0.832369484007359,0.650176183320582,0.523670417256653,0.291370786726475,0.70615328848362,0.428151389583945,0.778802774846554,0.755185266956687,0.478016966022551,0.829597782343626,0.991156960837543,0.165871122851968,0.635501633398235,0.125390820205212,0.737319066189229,0.819009275175631,0.29683434497565,0.778763732872903,0.756184559315443,0.0951642990112305,0.0591791961342096,0.180486381985247,0.297572960145772,0.730376775376499,0.448240191675723,0.608426229096949,0.959758135490119,0.76192841399461,0.928965545259416,0.456162218004465,0.653900575824082,0.528125396929681,0.499543266370893,0.449902817606926,0.750846396200359,0.0958253601565957,0.283864737488329,0.26778373029083,0.797883855178952,0.918942314572632,0.553908495232463,0.94786740001291,67.11,88.83
0.703336749225855,0.643627062439919,0.330483282916248,0.372881007380784,0.74328544922173,0.732887111604214,0.235459870658815,0.475707932375371,0.0503256609663367,0.624170495197177,0.198909530416131,0.456692174077034,0.675736091099679,0.518869759514928,0.77585688047111,0.398725953884423,0.0584859345108271,0.499619877897203,0.337391421198845,0.854187534190714,0.862275324761868,0.106902193278074,0.854578346945345,0.0634362623095512,0.28434934001416,0.468739940784872,0.532137043774128,0.244836376048625,0.00476526655256748,0.132542775012553,0.467756667174399,0.985607617534697,0.718353914096951,0.110380874946713,0.828374750912189,0.959466448053718,0.474291289225221,0.570900110527873,0.59218805283308,0.0812092637643218,0.575216677971184,0.0563238225877285,0.0401362888514996,0.944828548468649,0.538150900043547,0.32135870680213,0.654290157370269,0.579032353125513,0.0509069506078959,0.268583545461297,0.720729279331863,0.854581416584551,0.659653895534575,0.622218187898397,0.948860915377736,0.732315151952207,0.0247086379677057,0.748159537091851,0.860571073368192,0.129187168553472,0.340048027224839,0.896272033452988,0.84091697819531,0.348973375745118,0.613387056626379,0.334544044919312,0.327261912636459,0.369233108125627,0.235303270630538,0.992843836545944,0.821933683939278,0.523840995505452,0.0461068861186504,0.660777213051915,0.517221299931407,0.45211726333946,0.202523741871119,0.315049946308136,0.811010302975774,0.657132458873093,0.928128615021706,0.735453328117728,0.679951371625066,0.588181407190859,0.61225201562047,0.328390443697572,0.741659371182323,0.374631646089256,0.140598035417497,0.809818153269589,0.967771946452558,0.820499007590115,0.70565037522465,0.473848346620798,0.649967173114419,0.0685634948313236,0.84501447621733,0.0964814694598317,0.0983990859240294,0.576187316328287,0.721016350202262,0.62360165733844,0.671369222924113,0.0732611967250705,0.69151368085295,0.195807542651892,0.933462170884013,0.565642532892525,63.56,85.81
0.154012692160904,0.450424453243613,0.577565637417138,0.592466918751597,0.185819536447525,0.17079873662442,0.918228652328253,0.50189929548651,0.592163382098079,0.371704252436757,0.542095053941011,0.957917270250618,0.361123294569552,0.349210902117193,0.143705517984927,0.948011030443013,0.892763244919479,0.778428420424461,0.903154739178717,0.358530094847083,0.119968521408737,0.968743068166077,0.232157696969807,0.906792085617781,0.583551020361483,0.949252058751881,0.393944388255477,0.551962657831609,0.770738670602441,0.736635645851493,0.873312114737928,0.134854872711003,0.0805999143049121,0.607463479042053,0.219312296248972,0.0278729926794767,0.945251601748168,0.327156723476946,0.00451394077390432,0.647081974893808,0.110017084516585,0.877558382228017,0.616829970851541,0.033429030328989,0.2084866091609,0.698581581003964,0.0549531495198607,0.177676460705698,0.885986521840096,0.67972412891686,0.487391266040504,0.4813890485093,0.339696662500501,0.261423225514591,0.360823472961783,0.219461906701326,0.62381740193814,0.428010620176792,0.223128688521683,0.766471287235618,0.523199518211186,0.31213313061744,0.427641676738858,0.565374738536775,0.413072349503636,0.52707302942872,0.605568871833384,0.768945077434182,0.981770431622863,0.118187323212624,0.0601822957396507,0.160271864384413,0.687920326367021,0.255146270617843,0.125461963936687,0.633082376793027,0.669846960343421,0.539573609828949,0.333486034534872,0.309560112655163,0.140580783598125,0.197981921955943,0.213375807739794,0.46842641569674,0.486288568936288,0.71670753415674,0.335053063929081,0.814804403111339,0.747888506390154,0.0497525241225958,0.194203696213663,0.149589910171926,0.438775206916034,0.663771883584559,0.299052419140935,0.625573356635869,0.489317261613905,0.890799963846803,0.945840546861291,0.176194700412452,0.269442472606897,0.349128985777497,0.241305964067578,0.810825285501778,0.107812187634408,0.679372534155846,0.0668473998084664,0.201066691428423,55.56,81.08
