"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","W20","A20","W21","A21","W22","A22","W23","A23","W24","A24","W25","A25","W26","A26","W27","A27","W28","A28","W29","A29","W30","A30","W31","A31","W32","A32","W33","A33","W34","A34","W35","A35","W36","A36","W37","A37","W38","A38","W39","A39","W40","A40","W41","A41","W42","A42","W43","A43","W44","A44","W45","A45","W46","A46","W47","A47","W48","A48","W49","A49","W50","A50","W51","A51","W52","A52","W53","A53","W54","A54","Top1","Top5","id","elapsed_seconds","points","gpr_iterations","gpr_added_points","perturbation_range","gpr_neighbourhood","gpr_sample_size"
0.528844072949141,0.293967968318611,0.837582489242777,0.523526538629085,0.540253650629893,0.447429972933605,0.749360400252044,0.442102061817423,0.499074704479426,0.238794468808919,0.228879717109725,0.143949317513034,0.310016059549525,0.20189286256209,0.311495129717514,0.271852116333321,0.605744377477095,0.375529786804691,0.636621009558439,0.536423205863684,0.744600978214294,0.288225170457736,0.98691709828563,0.138763999100775,0.204645342659205,0.516325500328094,0.179565020604059,0.355430725729093,0.672248408732936,0.262489955406636,0.866131876828149,0.292423542123288,0.571739527629688,0.0134868680033833,0.15699626824446,0.874199512017891,0.155109314946458,0.238645229488611,0.330131377326325,0.187977413646877,0.217207935638726,0.373314486816525,0.821572265820578,0.799275622935966,0.561488745501265,0.388510775985196,0.45865510427393,0.5266277580522,0.333436255110428,0.269665166502818,0.41953622084111,0.385635942220688,0.824642084840685,0.297736336942762,0.497170207556337,0.385417774552479,0.649759477935731,0.130471379263327,0.681410978548229,0.917073984233662,0.609552973182872,0.687657691840082,0.764488623244688,0.654963959706947,0.408386156661436,0.443717980757356,0.435692057013512,0.702357693342492,0.526733370264992,0.64359026402235,0.71287249494344,0.197304917033762,0.842281434917822,0.333144196309149,0.652349695563316,0.312869869871065,0.42953518871218,0.357790037989616,0.369473514147103,0.40375836705789,0.471211451571435,0.770765116205439,0.134972396306694,0.230868414510041,0.625147400423884,0.183958063134924,0.54783094744198,0.368763993261382,0.159181474009529,0.932105466093868,0.472402353771031,0.682240813039243,0.354330255649984,0.762719362741336,0.825399086577818,0.629325119545683,0.310099289752543,0.391518918564543,0.461772824404761,0.8765742208343,0.629423271166161,0.104513874907047,0.00544243718124926,0.258178052259609,0.840050251757726,0.921185992425308,0.530456981388852,0.346198507981375,82.32,96.13,1,37787,209,20,3,0.125,1000,21600
0.520460404688492,0.931157098384574,0.366276691667736,0.177390801720321,0.542878457345068,0.470714757218957,0.369236654601991,0.471711272839457,0.261765939183533,0.172427005134523,0.319482941646129,0.869872709736228,0.449927269946784,0.26684669428505,0.420279580634087,0.35902766440995,0.513249554671347,0.479540172265843,0.106147079728544,0.298568336525932,0.604015177348629,0.187180002849549,0.66007489641197,0.442652700468898,0.553481516195461,0.389080700930208,0.276176695013419,0.297382607357576,0.453922169748694,0.124,0.281809262862429,0.232836761279032,0.765746943419799,0.205210174364969,0.756282935850322,0.692754855612293,0.464650172041729,0.876,0.716015953104943,0.796082655666396,0.121847967850044,0.506770645733923,0.714668697677553,0.418340377975255,0.47328297002241,0.565333869075403,0.15048068575561,0.371335110161453,0.586364492144436,0.722761943703517,0.138898423872888,0.539358009817079,0.52755405427888,0.680359010817483,0.511831464245915,0.261232744902372,0.271993163973093,0.494071048451588,0.501968940487131,0.215055919649079,0.251889263279736,0.545314055634663,0.313087343703955,0.351507015526295,0.304467446170747,0.336709333816543,0.331643251469359,0.792766276815906,0.320381142595783,0.316086997278035,0.431041038827971,0.343285247148946,0.523183118319139,0.774874154245481,0.400108185363933,0.488079324364662,0.346709149889648,0.767329912632704,0.217011851258576,0.595029463293031,0.73671694875136,0.124,0.666454820962623,0.532412391388789,0.526040174998343,0.376706395996734,0.441496283048764,0.876,0.327312305802479,0.829753962345421,0.476751523859799,0.707533705979586,0.175937785301358,0.6021982235834,0.18735843494162,0.647827205015346,0.124,0.106763784540817,0.173477162141353,0.158465434098616,0.410870820982382,0.25120104639791,0.215406334958971,0.561916513834149,0.339397009462118,0.396060018567368,0.732449250528589,0.481323396554217,82.37,96.49,2,37860,209,20,3,0.125,1000,21600
0.821015371078625,0.655597116565332,0.435280550038442,0.649909964228049,0.529014041181654,0.384225207846612,0.124,0.39780974551104,0.819556141039357,0.257469832431525,0.226169775869697,0.382539340294898,0.332253709668294,0.73335036681965,0.473837462253869,0.317646191455424,0.749259985983372,0.690360582899302,0.205613921094686,0.931544576141983,0.533555510221049,0.812291065765545,0.64722183928825,0.361041333293542,0.295611611101776,0.469966424396262,0.536931523121893,0.820596656529233,0.365940371761099,0.372427314752713,0.342634310480207,0.181647871388122,0.256130666868761,0.273230303009972,0.733234003884718,0.426959070144221,0.501277461880818,0.422396149486303,0.639948584372178,0.744221668224782,0.609728281619027,0.59482294600457,0.237753258250654,0.913098188815638,0.352510505752638,0.496060265228152,0.211369618238881,0.51267994614318,0.949126055464149,0.426610161317512,0.127544005401433,0.390640086261556,0.603279199916869,0.372515143128112,0.632479759166017,0.271978647612035,0.247382211429998,0.471094752196223,0.366520296083763,0.403218046529219,0.359962461516261,0.966369299916551,0.6634367601946,0.758770864689723,0.442275343462825,0.559920083265752,0.311778984196484,0.603631559526548,0.388938809745014,0.231945882948115,0.460731063270941,0.38479304430075,0.596440695691854,0.34933051164262,0.530113857006654,0.213211504044011,0.156739198369905,0.339176281588152,0.497451142407954,0.160466098226607,0.136629552580416,0.3063424117174,0.459932375699282,0.245930092642084,0.58067023428157,0.437457341933623,0.398825575830415,0.540914555313066,0.577975903939456,0.605473156949505,0.387507144361734,0.0702592268828303,0.153765539104119,0.756551482481882,0.374259805073962,0.568911754060537,0.265609632013366,0.522111473372206,0.0604516939967871,0.511513414094225,0.476231842232868,0.731641297694296,0.487904583569616,0.433881654404104,0.157413740806282,0.399298129370436,0.68289707538113,0.668316811323166,81.48,96.03,3,37508,209,20,3,0.125,1000,21600
0.523501995252445,0.385820551775396,0.491209638305008,0.23382973507978,0.681257352301851,0.647718707168475,0.322704883525148,0.639436088502407,0.345080536790192,0.281468590488657,0.596686651697382,0.10079623006843,0.137695138342679,0.560869737761095,0.477028077002615,0.281727783381939,0.401344199897721,0.305902670370415,0.386176809668541,0.769573692301288,0.624445900553837,0.854766853386536,0.432910038158298,0.441044699633494,0.263041677583009,0.11800159297511,0.374074205290526,0.568310949252918,0.48127266485244,0.157945464761928,0.730748837184161,0.639261393109336,0.482623705873266,0.602592774666846,0.393442634260282,0.0672588994968683,0.706099623814225,0.693260588286445,0.720309515018016,0.468485100427642,0.610670111211017,0.445339804911986,0.384711645776406,0.399360252078623,0.400896643986925,0.379527469096705,0.686500187497586,0.339222354115918,0.692263896878809,0.570866453461349,0.207267087418586,0.318258566549048,0.506855310406536,0.201202012365684,0.464048882015049,0.314681258518249,0.146583269281313,0.425376487895846,0.215663156006485,0.188968662405387,0.161414832273498,0.0917148643638939,0.441018563695252,0.853533730911091,0.436632272321731,0.501722942106426,0.683044354896992,0.864542827941477,0.610868463059887,0.234358948888257,0.21297007240355,0.749574286164716,0.385683536529541,0.41171954665333,0.504820870468393,0.373843068256974,0.213762978557497,0.479742670897394,0.579144433606416,0.403587973909453,0.519415756454691,0.00171085789427161,0.365038068033755,0.244082376826555,0.298280605114996,0.486248566070572,0.654004341224208,0.0951107034925371,0.150510922238231,0.547329192981124,0.324071022681892,0.509248997550458,0.190211173310876,0.214365165146068,0.353152612224221,0.379026303067803,0.29325221828185,0.616834176238626,0.793912162538618,0.445869047194719,0.384334129979834,0.288697669748217,0.293185795355588,0.483712740242481,0.276752754976973,0.388969328952953,0.752644691383466,0.517479224130511,83.22,96.58,4,38205,209,20,3,0.125,1000,21600
0.552503108978271,0.359013110399246,0.335867668967694,0.611769725568593,0.187754057813436,0.2565233244095,0.528718683868647,0.0345008107833564,0.330162499263883,0.280756681226194,0.491708665922284,0.277293955674395,0.5585262037348,0.106963197700679,0.268222402082756,0.451573445694521,0.477075969800353,0.0188294513393193,0.666457887807861,0.115654983256012,0.0186399058438838,0.402883598115295,0.591277497285977,0.0119472387488931,0.0576236414965242,0.147755062837154,0.735460171243176,0.558084042975679,0.358163837576285,0.376716773491353,0.177179493872449,0.583478485234082,0.268470377661288,0.699863851837814,0.406331379432231,0.334997258614749,0.395069773308933,0.173552601365373,0.754655411303043,0.0497154716867954,0.213906541233882,0.203221775824204,0.420763073954731,0.87157802034542,0.771568190375343,0.860282734269276,0.156197498319671,0.69260487658903,0.533837861847132,0.808191075455397,0.25736957625486,0.18259742250666,0.337517841951922,0.124446105677634,0.477929839864373,0.613081187708303,0.562250794842839,0.117269721977413,0.366072458215058,0.147258741945028,0.890255310408771,0.832395988982171,0.393351517617702,0.476118269609287,0.197425093734637,0.678986105369404,0.263420746894553,0.417572842678055,0.239493458531797,0.43982810084708,0.769388439435512,0.585474108112976,0.173795264447108,0.174323963699862,0.456262661376968,0.504418154479936,0.301374744322151,0.344050376141444,0.133747094707564,0.520303576486185,0.434263058938086,0.353625060223043,0.279279120732099,0.215436999617144,0.422308905282989,0.277253173291683,0.275716591091827,0.793007901171222,0.228206454474479,0.805746581172571,0.593494789209217,0.79425981361419,0.247589913895354,0.780358666554093,0.208924030186608,0.571942106587812,0.302011869149283,0.660548777319491,0.288279621396214,0.491096071433276,0.630133004160598,0.402370586525649,0.270398157648742,0.112797041190788,0.868576369481161,0.81816943292506,0.42939451902546,0.129931802792475,82.15,96.22,5,38551,209,20,3,0.125,1000,21600
0.600272435694933,0.324760378571227,0.543190150754526,0.48174411454238,0.254353966331109,0.668295219307765,0.456853435141966,0.507406670996919,0.587474734056741,0.31968584167771,0.701063557062298,0.02982787967287,0.197374841827899,0.256179511779919,0.374235668918118,0.38806601264514,0.155336623942479,0.195553316734731,0.572196511318907,0.481664451304823,0.757824807194993,0.417838664492592,0.316383272176608,0.241538748145103,0.309526769211516,0.184714500956237,0.474874383537099,0.124,0.144533824641258,0.501433924771845,0.360790682956576,0.383053674759343,0.475326943676919,0.734489876078442,0.479122623801231,0.262842657743022,0.346046210033819,0.120473560877144,0.283716740086675,0.372014003038406,0.328128091059625,0.154835009481758,0.508934643352404,0.189645539434627,0.38922553230077,0.668804698856547,0.375032689422369,0.455114901065826,0.453408389119431,0.31380321783945,0.486087332479656,0.431676712119952,0.541227248031646,0.599999505862594,0.452636134345084,0.375775397755206,0.645663983654231,0.225059766322374,0.383170699467883,0.503812088165432,0.193297980586067,0.17636779951863,0.379591683158651,0.5030664766673,0.360852346289903,0.195213092723861,0.281670736847445,0.790694349747151,0.315849021542817,0.48752914997749,0.283127556089312,0.586035436252132,0.240977276815102,0.232881515286863,0.13438006141223,0.100724763702601,0.430442466167733,0.474459519144148,0.370894138468429,0.147117593489587,0.538392466725782,0.337410098640248,0.247184837168083,0.246582984622568,0.428405165672302,0.713183835847303,0.646369605790824,0.463701420929283,0.203288430744782,0.469968969235197,0.232769862912595,0.342789903050289,0.167395822703838,0.479146220721304,0.570601263549179,0.28036821493879,0.152868024539202,0.551906031789258,0.355170668801293,0.738092591753229,0.45548789203167,0.122346394928172,0.437598581658676,0.195057423785329,0.479995350819081,0.403004027040675,0.653207361698151,0.283341628499329,84,96.89,6,38149,209,20,3,0.125,1000,21600
0.737755081150681,0.18326074606739,0.144186575431377,0.464994202833623,0.253710352418944,0.124,0.643096908926964,0.517920225858688,0.408222193596885,0.252129077212885,0.357817887794226,0.478382664965466,0.30933002079837,0.404445436550304,0.169261802220717,0.543273116694763,0.431876308983192,0.372393808560446,0.521824794122949,0.353218716103584,0.152580383397639,0.806949374498799,0.439646262908354,0.124,0.220914429916069,0.501312028616667,0.512696200516075,0.453294970560819,0.599263203632087,0.563221292337403,0.30123809601739,0.173678726889193,0.627161227865145,0.508801696822047,0.370835801120847,0.443434763234109,0.553680115845054,0.449267789721489,0.507138828514144,0.489138495875522,0.226082552457228,0.270236256998032,0.413940966362134,0.279790949774906,0.573981610359624,0.0574376508593559,0.295398397371173,0.260681278537959,0.252737616188824,0.657498738961294,0.24105495098047,0.349448158172891,0.558886703733355,0.137185284169391,0.218333456432447,0.446068187011406,0.281925878021866,0.556824904004112,0.326844505500048,0.545046260114759,0.250630701193586,0.397289616521448,0.283331374172121,0.588214790448546,0.455528911203146,0.597005510469899,0.332537895068526,0.197294594487175,0.525617967592552,0.391555731184781,0.519832780119032,0.607019033748657,0.355246987659484,0.535431595053524,0.441905999090523,0.349469451466575,0.231398220570758,0.339560098877177,0.446644937153906,0.747263508616015,0.406248359242454,0.522789244074374,0.249524414772168,0.371380536817014,0.453756256494671,0.235495021566749,0.556628889404237,0.639430698938668,0.33922385238111,0.168094691751525,0.467560671968386,0.748856752179563,0.228941855417565,0.592945191146806,0.507523956777528,0.395183480111882,0.165185087360442,0.532188434386626,0.640148991253227,0.0874549911133945,0.686183846788481,0.652082782937214,0.258563338546082,0.350791442906484,0.251744579058141,0.484042327851057,0.643217036966234,0.161718645529822,83.81,96.62,7,37709,209,20,3,0.125,1000,21600
0.630398319102824,0.333518018644303,0.329681921215728,0.19007814861834,0.341706102481112,0.227295235730708,0.505632339743897,0.168734888778999,0.690691246185452,0.634836372220889,0.510138724930584,0.187422386370599,0.197311433730647,0.342366106808186,0.269239454064518,0.269692286383361,0.565213694935665,0.575169006129727,0.493085279129446,0.247496831627563,0.306176353013143,0.748465016553178,0.541290795663372,0.448278867639601,0.332309775054455,0.63017371413298,0.876,0.722966210683808,0.375706366728991,0.455497786868364,0.644238823093474,0.646626117872074,0.406178092584014,0.203589487751946,0.54054313339293,0.26460296753794,0.440849954029545,0.476777675328776,0.599000572459772,0.221332612378523,0.393154186895117,0.68235163600184,0.771644601365551,0.39701234549284,0.133046170162037,0.559551931452006,0.360044821795076,0.618813313147053,0.581790742231533,0.356483211042359,0.233359411755577,0.414328131824732,0.345006857300177,0.279070141492411,0.294826383469626,0.797900331042707,0.308922262094915,0.0311397996265441,0.283002497628331,0.730591010767967,0.488438863307238,0.392721300711855,0.475099042756483,0.289774543372914,0.677211077719927,0.789616006193683,0.734090492362157,0.415524812182412,0.633540963986889,0.139011924086139,0.305981184985489,0.876,0.444870888954028,0.546482466626912,0.466121641686186,0.461085664806888,0.60321616823785,0.230840826872736,0.302155838813633,0.756339490646496,0.433786330278963,0.275086341658607,0.39746163203381,0.166885300306603,0.444513238966465,0.754472524859011,0.544604188296944,0.533420093823224,0.330376103753224,0.433530322276056,0.211659491993487,0.358625586377457,0.196907755918801,0.377525045070797,0.282895881682634,0.591469253413379,0.377613662974909,0.851119928061962,0.441844177665189,0.137729321304709,0.47121572836861,0.718600653111935,0.362598405685276,0.568681441480294,0.321921990951523,0.353668774012476,0.697258170926943,0.476125974906608,84.16,96.68,8,37408,209,20,3,0.125,1000,21600
0.592074277345091,0.184066016856581,0.473565949359909,0.439330345252529,0.221039541462436,0.20771223276481,0.552790995454416,0.54972691857256,0.670458075357601,0.223533412441611,0.186592312529683,0.385194349102676,0.642131718341261,0.485911906929687,0.339737565023825,0.508822008501738,0.243526157923043,0.499038353493437,0.663431463763118,0.704459583619609,0.598022598773241,0.555740460054949,0.520327016012743,0.626839919248596,0.511142081512138,0.546655447920784,0.174570104969665,0.551629527308047,0.61238342320919,0.879070382867008,0.574262074427679,0.3788621800486,0.248045560369268,0.554250350454822,0.480634478852153,0.353668426163495,0.601353379199281,0.420841461280361,0.937259262962267,0.324182576965541,0.549426334280521,0.989269714638591,0.156066847896203,0.456460091819987,0.556654757121578,0.680951213929802,0.501047728117555,0.525336210150272,0.876,0.375061679631472,0.410199892008677,0.596551242982969,0.259245139779523,0.305459467228502,0.429627441102639,0.183564888477325,0.194963902700692,0.632367771817371,0.26033136760816,0.564648516243324,0.86538592360355,0.280460664071143,0.271513286512345,0.402508644852787,0.485873995814472,0.465148058651015,0.262484934413806,0.577270823530853,0.220924043260515,0.695119508145377,0.118644785765558,0.488561000674963,0.519046578556299,0.327784941298887,0.439015970798209,0.0110340115390718,0.525417999899015,0.115141291102394,0.272098796442151,0.111041094874963,0.225423309020698,0.742845647968352,0.350107518257573,0.442236979492009,0.330279290908948,0.157270704396069,0.681488611968234,0.581398224225268,0.343592060497031,0.715214200783521,0.382459668675438,0.439694230910391,0.121958537958562,0.225472369395196,0.748140059411526,0.770859410753474,0.288865810027346,0.412183739244938,0.432508113328367,0.555966957472265,0.415965353371575,0.30951307178475,0.313807144528255,0.549827855546027,0.319719702703878,0.81355933775194,0.736435439437628,0.532751239603385,84.33,96.58,9,37927,209,20,3,0.125,1000,21600
0.646689878311008,0.393938064808026,0.574889787938446,0.721966813318431,0.199721411569044,0.690765893155709,0.329894459107891,0.719713332131505,0.577979051671922,0.547950780717656,0.647430941229686,0.971105829114094,0.639434713637456,0.776758636813611,0.334787044208497,0.362560526933521,0.265956862363964,0.279749423731118,0.537178616272286,0.551625455264002,0.447345854481682,0.545166136929765,0.414799101650715,0.50394982798025,0.394290018361062,0.422815080964938,0.530990391667932,0.414437792263925,0.520471010822803,0.518202155129984,0.260977879865095,0.437419547233731,0.758790630614385,0.314531322102994,0.332545121131465,0.262848800513893,0.503456210019067,0.0815970948897302,0.483713836641982,0.410528768086806,0.262528320308775,0.0719536035321653,0.153250796418637,0.354533842695877,0.652300401357934,0.405201096320525,0.784723262069747,0.684387025190517,0.345947770401835,0.105797563144937,0.228963397443295,0.489711312508211,0.756058866390958,0.887844134354964,0.408355352468789,0.54132424807176,0.436050186330453,0.465375143336132,0.617928372696042,0.39639295777306,0.320356121683493,0.397293846122921,0.376002352684736,0.63841865491122,0.810601621469483,0.456514469813555,0.309703228995204,0.296525406582281,0.374531801324338,0.310698980931193,0.376786474371329,0.375613112701103,0.402634943369776,0.451804526150227,0.842022193828598,0.422112021362409,0.39653471740894,0.511277984594926,0.893639569170773,0.635432709077373,0.438543915119022,0.343051236355677,0.425782483071089,0.46448420593515,0.265676761744544,0.0213127273600549,0.505626447265968,0.0646145168468356,0.129680290516466,0.37578645744361,0.209323854884133,0.474033068167046,0.342815474839881,0.5029149442669,0.567769458819181,0.402443164726719,0.187496831640601,0.15885170432739,0.288811087306589,0.860823932871222,0.362933101365343,0.309742157580331,0.155397541984916,0.541576766641811,0.135197658091784,0.331372570013627,0.558740237494931,0.4281469283849,82.85,96.57,10,38909,209,20,3,0.125,1000,21600
