"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","Top1","Top5"
0.247559639625251,0.181549645960331,0.16070248093456,0.0129932910203934,0.383782505989075,0.484317000024021,0.64797358866781,0.846996722742915,0.683329004794359,0.740878217853606,0.203965062275529,0.59095217846334,0.391110775060952,0.0570565741509199,0.840344246476889,0.454953858628869,0.220016213133931,0.313718340359628,0.735693958587945,0.12914570607245,0.871323154307902,0.416538400575519,0.340093931183219,0.0877285487949848,0.885673789307475,0.235895827412605,0.837691272608936,0.0217536929994822,0.755996058695018,0.994043986313045,0.0734495501965284,0.733757029287517,0.548920480534434,0.797207613475621,0.593876225873828,0.915808168239892,0.424967586994171,0.287964863702655,0.33,1.66
0.294299276545644,0.959224662743509,0.305296731181443,0.708533906377852,0.0422069076448679,0.555410840548575,0.889109854586422,0.143732593394816,0.496945800259709,0.938336847350001,0.825768692418933,0.922196712344885,0.9244325440377,0.410215326584876,0.405551604926586,0.199353113770485,0.2530049784109,0.883249587379396,0.814012994989753,0.740977369248867,0.708925280719995,0.622118517756462,0.0990053601562977,0.997904083691537,0.307412969879806,0.282469194382429,0.732847801409662,0.416839516721666,0.255816644988954,0.604014383628964,0.772494590841234,0.960130425170064,0.0749658886343241,0.00745976157486439,0.937487531453371,0.118812751956284,0.0794601868838072,0.149673831649125,73.97,92.55
0.577280472032726,0.490636670030653,0.909097656607628,0.273819119669497,0.939367454499006,0.249428980052471,0.300676207058132,0.566357858479023,0.90843207295984,0.449890594929457,0.341244550421834,0.247267164289951,0.10234216414392,0.56695588119328,0.540246126241982,0.840276254341006,0.834564386866987,0.121895632706583,0.472046873532236,0.307421363890171,0.18232927378267,0.139708173461258,0.98022015299648,0.476137232035398,0.708339290693402,0.654682194814086,0.113088292069733,0.998748532496393,0.563096300698817,0.12011955305934,0.257277832366526,0.0361518077552319,0.969783683307469,0.540939824655652,0.198382873088121,0.61314644664526,0.663223654031754,0.615040075033903,0.07,0.5
0.0803408557549119,0.928786225616932,0.0852711275219917,0.977135773748159,0.866768860258162,0.117296951822937,0.485344413667917,0.282825437374413,0.598886519670486,0.488886866718531,0.865499475970864,0.71734060253948,0.329366539604962,0.007273412309587,0.0985922636464238,0.899523869156837,0.989168807864189,0.4095215536654,0.892925757914782,0.339095128700137,0.112357932142913,0.799487699754536,0.874470604583621,0.441913560964167,0.0721633629873395,0.055619795806706,0.420302054844797,0.953457685187459,0.114608943462372,0.960999499075115,0.831968829035759,0.238227538764477,0.683218009769917,0.0784952798858285,0.650380888022482,0.39471139665693,0.228598365560174,0.0308651514351368,0.11,0.75
0.79709829390049,0.39772111736238,0.70033495593816,0.036604467779398,0.153577848337591,0.687299253419042,0.825594047084451,0.985599730163813,0.0582346068695188,0.99312405847013,0.35032663308084,0.394444580189884,0.635831442661583,0.976492997258902,0.955611981451511,0.00908876769244671,0.407604638487101,0.585911739617586,0.297576894052327,0.647665737196803,0.527625814080238,0.438171096146107,0.236001093871891,0.967586169019341,0.912573385983706,0.882503478787839,0.800542426295578,0.379116581752896,0.797075530514121,0.44684745837003,0.315996741876006,0.751806249842048,0.271791971288621,0.623225093819201,0.481587060727179,0.904638709500432,0.527769688516855,0.737373669631779,77.11,93.97
0.719627455808222,0.74274801556021,0.829300395213068,0.747788679786026,0.311056186445057,0.352074459195137,0.582627139985561,0.0012081665918231,0.871841895394027,0.701683447696269,0.746057497337461,0.123655364848673,0.16597848944366,0.618712226860225,0.266846340149641,0.270213205367327,0.0656559290364385,0.154986534267664,0.1253762524575,0.22440218552947,0.927266363985837,0.522622188553214,0.445840737782419,0.119880595244467,0.271842085756361,0.585082205943763,0.629293412901461,0.0553217073902488,0.300672674551606,0.0888307802379131,0.530922650359571,0.556316643022001,0.85209387820214,0.322120686993003,0.0497761545702815,0.0763933230191469,0.998150328174233,0.824914207682014,0.12,0.5
0.377534203231335,0.211690536700189,0.448493311181664,0.297186662442982,0.707352641038597,0.92121082637459,0.227579405531287,0.704960899427533,0.28335296176374,0.190358552150428,0.229549525305629,0.800751869566739,0.862931495532393,0.399478361010551,0.663324453867972,0.629763076081872,0.52215948048979,0.853593517094851,0.533746718429029,0.790801059454679,0.463628118857741,0.223790387623012,0.568683695048094,0.594283806160092,0.74390160292387,0.476826944388449,0.0251758648082614,0.606225340627134,0.615764927119017,0.573685960844159,0.0154463434591889,0.448743895627558,0.192651491612196,0.851156836375594,0.818484771065414,0.566698676906526,0.258182618767023,0.406491390429437,49.79,76.63
0.982087384909391,0.789889076724648,0.356880920007825,0.571610546670854,0.972265898250043,0.608839331194758,0.669289609417319,0.556349597871304,0.897824794054031,0.303841051645577,0.987287601456046,0.950591783970594,0.0497447876259685,0.863251154311001,0.50832006894052,0.498652137815952,0.693393532186747,0.367593709379435,0.409587658010423,0.564080014824867,0.233251082710922,0.114840705879033,0.644533813931048,0.786470142193139,0.384186497889459,0.212121196091175,0.911043977364898,0.249319323338568,0.47396935056895,0.652706730179489,0.479985170997679,0.922741713002324,0.454683761112392,0.145042134448886,0.982364553958178,0.186793888919055,0.0998818585649133,0.540645685046911,73.17,92.29
0.140464876778424,0.2583585716784,0.991241379640996,0.379614441655576,0.00906527880579233,0.16468910779804,0.0164066478610039,0.227959723211825,0.4470070945099,0.807897015474737,0.470714533701539,0.1250004991889,0.977181906811893,0.143949357792735,0.436506780795753,0.608203699812293,0.144055411219597,0.63749261572957,0.751488393172622,0.388246029615402,0.626576825976372,0.632430173456669,0.27624442614615,0.31159389577806,0.600542983040214,0.850024523213506,0.305948194116354,0.667165839113295,0.65643557626754,0.138538462109864,0.996071799658239,0.0652299039065838,0.621420804411173,0.682412235066295,0.14956908300519,0.676941884681582,0.640859468840063,0.192466941662133,0.29,1.52
0.342813644558191,0.600929225794971,0.604581815190613,0.840325614437461,0.416558879427612,0.874912616796792,0.259003946557641,0.774490339681506,0.639503466896713,0.512919463217258,0.624300075694919,0.356898861005902,0.447523020207882,0.262714394368231,0.872255242429674,0.862490277737379,0.361187242902815,0.0678983964025974,0.673169893212616,0.999436827376485,0.789375220425427,0.328241100534797,0.0351559743285179,0.651479397900403,0.2097811056301,0.67858081869781,0.139581218361855,0.773181531578302,0.160063699819148,0.280002880841494,0.163836350664496,0.369849418289959,0.00249603390693665,0.387935587204993,0.319294197484851,0.348952559754252,0.861609459854662,0.369820950552821,71.87,90.95
0.560016107745469,0.0693910913541913,0.235728099942207,0.142164988443255,0.56286493409425,0.429926972836256,0.926448617130518,0.447075090371072,0.203348746523261,0.00128751434385777,0.109077395871282,0.531315481290221,0.515691429376602,0.732034342363477,0.198542924597859,0.222057329490781,0.785463911481202,0.923002380877733,0.0192858688533306,0.0501792598515749,0.319419836625457,0.908315251581371,0.91906953137368,0.126310346648097,0.80595507659018,0.259305883198977,0.518847176805139,0.316272545605898,0.975155360065401,0.764874259009957,0.679442197084427,0.633366982452571,0.921155705116689,0.90961202327162,0.549001051113009,0.858541320078075,0.379104032181203,0.896710871718824,0.08,0.49
0.446660127490759,0.868006087839603,0.899323087185621,0.0985682578757405,0.54315369296819,0.959472360089421,0.332537239417434,0.0635762214660645,0.529558951035142,0.584224666468799,0.176495275460184,0.876377434469759,0.622745051048696,0.503186146728694,0.87547074444592,0.0930645428597927,0.480335962958634,0.0436361813917756,0.697357341647148,0.462831255979836,0.0164745151996613,0.0540034528821707,0.0796784022822976,0.861853919923306,0.367639844305813,0.93990713916719,0.688277307897806,0.526126857846975,0.381554283201694,0.8557812217623,0.306550689972937,0.987967444583774,0.187181293033063,0.229600923135877,0.230008027516305,0.949737443588674,0.778573527932167,0.455361552536488,72.99,92.02
