"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","Top1","Top5"
0.114250063896179,0.0807060925289989,0.50270633213222,0.00119161140173674,0.450728761032224,0.185760744847357,0.789671029895544,0.368223460391164,0.335625244304538,0.579807130619884,0.52647469099611,0.637445596046746,0.90275283716619,0.547772184945643,0.300960613414645,0.0243453113362193,0.479261348955333,0.760695812292397,0.488993478007615,0.0334200263023376,0.202875506132841,0.3482795804739,0.172645734623075,0.579864452593029,0.534925503656268,0.142129407264292,0.896844074130058,0.461986131966114,0.275308533571661,0.709888393990695,0.966489614918828,0.296574526466429,0.775106898508966,0.932593270204961,0.537551748566329,0.755068329162896,0.603941489011049,0.986120104789734,0.1,0.63
0.510041606612504,0.549375945702195,0.345232524909079,0.56153017282486,0.994595995172858,0.861874305643141,0.388453527353704,0.647883064113557,0.963587979786098,0.17059722635895,0.169574617408216,0.284276398830116,0.445465829223394,0.375473532825708,0.509594932198524,0.87612865306437,0.597513468004763,0.498360862024128,0.532800978049636,0.638254485093057,0.829150325618684,0.798501519486308,0.858297168277204,0.36377702280879,0.153881682083011,0.524800364859402,0.367316659539938,0.805747771635652,0.550243227742612,0.238123653456569,0.195001945830882,0.874829633161426,0.0876145772635937,0.0970408525317907,0.383291968144476,0.0562913408502936,0.0137721514329314,0.439285764470696,78.05,94.56
0.966893214732409,0.460580633953214,0.144975637085736,0.37251858972013,0.67084018420428,0.494933787733316,0.121230008080602,0.146183625794947,0.229940273799002,0.429776327684522,0.917095048353076,0.217941205017269,0.599312331527472,0.166115090250969,0.0818710718303919,0.543355158530176,0.898442218080163,0.693912011571229,0.865479543805122,0.44736258033663,0.733424297533929,0.0827167127281427,0.587014064192772,0.973686253651977,0.927606674842536,0.885451322421432,0.131669308058918,0.711544706486166,0.0903287502005696,0.3623161399737,0.675927457399666,0.714478813111782,0.608711523935199,0.505813587456942,0.0551594030112028,0.702289768494666,0.277115385979414,0.114421400241554,0.08,0.55
0.406909489072859,0.92923531960696,0.991415711119771,0.81571997422725,0.149460597895086,0.553195256739855,0.712383256293833,0.870910931378603,0.60002751275897,0.8194531025365,0.278938999399543,0.859909673221409,0.0487715806812048,0.775928501971066,0.857583153992891,0.427427051588893,0.0166962444782257,0.0490160929039121,0.159593190066516,0.849316177889705,0.361040469259024,0.501688811928034,0.382039305754006,0.187774778343737,0.261284532956779,0.252307342365384,0.60221769567579,0.0552681954577565,0.866118145175278,0.834203075617552,0.420073283836246,0.136483087204397,0.296204318292439,0.465167653746903,0.896934319287539,0.487982789985836,0.874701633118093,0.567595400847495,68.48,89.46
0.275265982374549,0.289396123960614,0.407110221683979,0.222380925901234,0.501060810871422,0.667943011969328,0.902303967624903,0.578229836188257,0.454658462665975,0.289429879747331,0.869899808429182,0.432310175150633,0.831287855282426,0.947441637516022,0.701418539509177,0.201426695100963,0.695172709412873,0.528465432114899,0.0189310908317566,0.87653162330389,0.616758575662971,0.994103079661727,0.889515615068376,0.0288844052702188,0.746396576054394,0.822962990030646,0.646107990294695,0.329277873970568,0.427099746651947,0.0473194504156709,0.262578060850501,0.0799270551651716,0.473313899710774,0.645842265337706,0.256855702027678,0.960410013794899,0.409026753157377,0.737305630929768,79,94.62
0.850993926636875,0.82078720163554,0.691041245125234,0.716363085433841,0.0536293620243669,0.350885357707739,0.31120618339628,0.436013238504529,0.840366700664163,0.960364125669003,0.449706471525133,0.520539628341794,0.257316872477531,0.119847168214619,0.48802537471056,0.835483195260167,0.326914614997804,0.228056226857007,0.943659017793834,0.295149936340749,0.477775094099343,0.41894219070673,0.0790494475513697,0.805503216572106,0.064574365504086,0.439795793965459,0.120982252061367,0.923008638434112,0.656010356731713,0.520808558911085,0.522341256029904,0.501686223782599,0.660821371711791,0.325137068517506,0.665082599967718,0.230352269485593,0.943977399729192,0.190541862510145,0.09,0.52
0.675033243373036,0.169256570748985,0.803041639737785,0.406227342784405,0.346120718866587,0.983454645611346,0.202429527416825,0.934226039797068,0.106730200350285,0.689269821159542,0.698005130514503,0.977764004841447,0.666885420680046,0.328975767828524,0.915747391059995,0.744913070462644,0.176853578537703,0.954364833422005,0.642182794399559,0.603211269713938,0.0851738573983312,0.697170253843069,0.350635801441967,0.415382883511484,0.853829957544804,0.0796482572332025,0.379971741698682,0.578750377520919,0.235156952403486,0.896100903861225,0.0990310395136476,0.911899744533002,0.142867739312351,0.791373870335519,0.774465288035572,0.528686825186014,0.706529278308153,0.367079338058829,22.63,45.93
0.200738116167486,0.700663054361939,0.0830740369856358,0.907972636632621,0.833564519882202,0.0348873296752572,0.60358012560755,0.0808295318856835,0.719063830561936,0.0613023824989796,0.121555371209979,0.0689588226377964,0.248684162274003,0.7190249748528,0.144797962158918,0.346681019291282,0.808597391471267,0.28700487781316,0.317094763740897,0.193460440263152,0.946798330172896,0.153259174898267,0.680795349180698,0.636826202273369,0.457041926681995,0.712281395681202,0.854892241768539,0.172504026442766,0.96321280207485,0.422489849850535,0.874426001682878,0.489911653101444,0.955359786748886,0.238262159749866,0.17872300837189,0.283160602673888,0.178747228346765,0.820308651775122,0.07,0.43
0.240364848636091,0.13386694714427,0.316677071154118,0.810212305746973,0.72681250423193,0.329176096245646,0.470046615228057,0.395449234172702,0.625437889248133,0.887737401761115,0.372748602181673,0.670072089880705,0.570725966244936,0.453513474203646,0.953462865203619,0.139656634069979,0.367588830180466,0.386991737410426,0.147744161076844,0.574371860362589,0.985815333202481,0.963173788040876,0.138296126388013,0.717858970165253,0.620249995961785,0.788661103695631,0.931337157264352,0.65989394299686,0.473104473203421,0.979801653884351,0.240531428717077,0.272392299026251,0.992382849566638,0.760281313210726,0.43424473144114,0.386469666846097,0.372085079550743,0.69316525850445,0.1,0.54
0.63339071162045,0.72778104711324,0.538113339804113,0.253485929220915,0.218494441360235,0.653948618099093,0.816446800716221,0.619696120731533,0.013100148178637,0.361339440569282,0.948276858776808,0.251467512920499,0.0275247078388929,0.594676095992327,0.232074083760381,0.772247351706028,0.735782063566148,0.868065228685737,0.814842676743865,0.222177183255553,0.109175735153258,0.389904918149114,0.831733809784055,0.49444732721895,0.192819515243173,0.421363316476345,0.33575395308435,0.0661474727094173,0.702079545706511,0.451581174507737,0.980759587138891,0.818895052187145,0.179874539375305,0.20617760438472,0.518207088112831,0.67887297924608,0.774864989332855,0.240052307955921,0.25,1.25
