"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","Top1","Top5"
0.204067914746702,0.143426083959639,0.521193813532591,0.946106299757957,0.902920540422201,0.497168115340173,0.126796126365662,0.251305917277932,0.213903826661408,0.163367648608983,0.560362795367837,0.353319719433784,0.833522608503699,0.0532429711893201,0.713517628610134,0.959629829972982,0.755848529748619,0.554798072203994,0.0420814007520676,0.891623827628791,0.736670549958944,0.625859012827277,0.111467881128192,0.315659712068737,0.0273975357413292,0.664497844874859,0.491688804700971,0.881043661385775,0.627683226019144,0.328294912353158,0.774865537881851,0.435472073964775,0.152355594560504,0.118829088285565,0.40498682949692,0.601254804059863,0.118162736296654,0.362009183503687,6.82,19.54
0.972531334497035,0.660416873171926,0.0584010230377316,0.48361892811954,0.282795369625092,0.877205707132816,0.911762858740985,0.795148873701692,0.589892468415201,0.871676987037063,0.40455259848386,0.898695995099843,0.420311136171222,0.580092996358871,0.0245291059836745,0.137887699529529,0.244884732179344,0.410217527300119,0.727196503430605,0.328214712440968,0.434900886379182,0.443078975193202,0.845630139112473,0.583678105846047,0.51998483762145,0.363967786543071,0.658206990920007,0.218920939601958,0.10794194880873,0.534317302517593,0.350183147005737,0.925387310795486,0.865855211392045,0.692674357444048,0.664508068934083,0.0224276967346668,0.639589139260352,0.860381686128676,0.1,0.5
0.552915086969733,0.266993205994368,0.316513536497951,0.631839822046459,0.0391088547185063,0.166109315119684,0.645513106137514,0.0540814595296979,0.487230529077351,0.591054860502481,0.774848042055964,0.619394287467003,0.64559717476368,0.957795458845794,0.89568904042244,0.283430464565754,0.306457561440766,0.801433373242617,0.848246485926211,0.626897906884551,0.0662544695660472,0.840607827529311,0.734677689149976,0.106073719449341,0.292479195632041,0.171188381500542,0.786825920455158,0.335022215731442,0.891319482587278,0.894519386813045,0.624239622615278,0.651648227125406,0.272661519236863,0.343431103043258,0.907851948402822,0.778447764925659,0.867057234980166,0.735496736131608,77.38,93.91
0.254910282790661,0.789049885235727,0.853892109356821,0.157138337381184,0.645561353303492,0.708263792097569,0.423288627527654,0.523486946709454,0.865149750374258,0.381760618649423,0.182607472874224,0.136524577625096,0.108366318047047,0.422175889834762,0.334556459449232,0.618777358904481,0.694268149323761,0.164696207270026,0.413253461010754,0.0633691074326634,0.762540303170681,0.0250210417434573,0.472195234149694,0.869191836565733,0.784207654185593,0.862846000120044,0.110145447775722,0.54789949208498,0.371586741879582,0.219682610593736,0.00082625076174736,0.145742226392031,0.74763944093138,0.971978654153645,0.147841978818178,0.355932095088065,0.376777790486813,0.236890359781682,0.04,0.49
0.462297991849482,0.412075902335346,0.149058011360466,0.862040096893907,0.20086436253041,0.570538210682571,0.0178252980113029,0.920144817791879,0.107404261827469,0.700160033069551,0.902925413101912,0.77899363450706,0.930079579353333,0.332708094269037,0.238729238510132,0.85557428188622,0.118102144449949,0.977087095379829,0.294142317958176,0.16897305753082,0.145694062113762,0.29190606996417,0.88464083429426,0.940115815959871,0.220597508363426,0.0979555500671268,0.223257701843977,0.821185111068189,0.610474253073335,0.735286794602871,0.178109196014702,0.0593255395069718,0.572223702445626,0.473447827622294,0.500475659035146,0.690690273419023,0.916948994621634,0.112811326049268,0.08,0.47
0.728808551095426,0.893970996141434,0.678573716431856,0.33332622423768,0.610036089085042,0.0540799908339977,0.802929791621864,0.376310921274126,0.729485476389527,0.272613484412432,0.061602788977325,0.480712528340518,0.315941594541073,0.797088072635233,0.554500668309629,0.0542028993368149,0.882636975497007,0.113790171220899,0.982921429909766,0.605549205094576,0.963133702985942,0.609124139882624,0.150479161180556,0.207268750295043,0.728136754594743,0.930235184729099,0.923713394440711,0.0458688605576754,0.153408414684236,0.378813208080828,0.696786684915423,0.549602665938437,0.409502623602748,0.836111925542355,0.303453970700502,0.173936128616333,0.340803130529821,0.609564355574548,73.99,92.83
0.812243811786175,0.0374139975756407,0.946340127848089,0.559981108643115,0.868364186957479,0.780494797043502,0.506437074393034,0.648487187922001,0.316522471606731,0.0532317962497473,0.679832570254803,0.0139097552746534,0.618131017312407,0.678697230294347,0.433588735759258,0.398960134014487,0.567149849608541,0.722898634150624,0.596429791301489,0.435497606173158,0.53583203162998,0.240967031568289,0.261431495659053,0.731503994204104,0.459556149318814,0.597108541056514,0.553060029633343,0.400165094062686,0.84683704469353,0.0500466339290142,0.453295471146703,0.775490252301097,0.940195270814002,0.190237819217145,0.0619339654222131,0.931436306796968,0.16195226367563,0.984437116421759,0.14,0.54
0.0122861173003912,0.516440411098301,0.476027673110366,0.0258881440386176,0.441613582894206,0.344122212380171,0.284074804745615,0.17908027023077,0.940533282235265,0.981763248331845,0.277018315158784,0.749699558131397,0.128020046278834,0.205546817742288,0.867450154386461,0.690499726682901,0.433581681922078,0.367383569478989,0.157284460961819,0.871953115798533,0.355218131095171,0.925382108427584,0.523913596756756,0.495714545249939,0.967701395973563,0.437200737185776,0.346836447715759,0.749848845414817,0.389764573425055,0.812713463790715,0.921678588725626,0.269953770563006,0.0394407780840993,0.623228245414793,0.759443486109376,0.445871111936867,0.58188253454864,0.487934649921954,71.31,90.96
0.0381093807518482,0.0304723139852285,0.0300815515220165,0.23202065564692,0.112738518044353,0.00898962654173374,0.986439052037895,0.430627193301916,0.900225825607777,0.359054597094655,0.237999788485467,0.313993177376688,0.658044080249965,0.509646253660321,0.448986801318824,0.753201824612916,0.926163776777685,0.45736088603735,0.386736035346985,0.391033581458032,0.320641406811774,0.268742306157947,0.06324278190732,0.381551319733262,0.102008787915111,0.0104891965165734,0.445799780078232,0.309392446652055,0.512597380205989,0.122242433018982,0.341556699946523,0.380609713494778,0.0111400680616498,0.244024395011365,0.647745084948838,0.25330148730427,0.77902464941144,0.0650812098756433,45.01,71.67
0.769707823172212,0.5407036812976,0.547558252699673,0.697750229388475,0.701612802222371,0.615657900460064,0.209407411515713,0.898054163902998,0.280096339061856,0.676259026862681,0.82834816724062,0.921905683353543,0.0880993483588099,0.106834418140352,0.758275147527456,0.0867769112810493,0.0735874017700553,0.570657813921571,0.827842120081186,0.829564239829779,0.507176684215665,0.584375369362533,0.831095868721604,0.640772248618305,0.593795830383897,0.95945848710835,0.653335489332676,0.588675967417657,0.21954873483628,0.76381503418088,0.783329860307276,0.886513985693455,0.97049677465111,0.567397111095488,0.407754650339484,0.861547122709453,0.480191958136857,0.56354443076998,0.07,0.59
